Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
cluster_IM1	hsa01521	EGFR tyrosine kinase inhibitor resistance	3/171	79/8098	0.232996993149977	0.443262572334102	0.332995274762911	5295/3845/10018	3	PIK3R1/KRAS/BCL2L11
cluster_IM1	hsa04962	Vasopressin-regulated water reabsorption	2/171	44/8098	0.237799853993877	0.448751337375542	0.33711863851424	397/360	2	ARHGDIB/AQP3
cluster_IM1	hsa04071	Sphingolipid signaling pathway	4/171	119/8098	0.243223329386969	0.455314072612407	0.342048808485254	5295/3845/10672/2534	4	PIK3R1/KRAS/GNA13/FYN
cluster_IM1	hsa04919	Thyroid hormone signaling pathway	4/171	121/8098	0.252447633770661	0.463470003865267	0.348175846358523	5295/6772/3845/3091	4	PIK3R1/STAT1/KRAS/HIF1A
cluster_IM1	hsa03050	Proteasome	2/171	46/8098	0.253522053396386	0.463470003865267	0.348175846358523	5698/5696	2	PSMB9/PSMB8
cluster_IM1	hsa04930	Type II diabetes mellitus	2/171	46/8098	0.253522053396386	0.463470003865267	0.348175846358523	5295/8651	2	PIK3R1/SOCS1
cluster_IM1	hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	1/171	14/8098	0.258468157835489	0.468849216538795	0.352216910310296	6482	1	ST3GAL1
cluster_IM1	hsa00514	Other types of O-glycan biosynthesis	2/171	47/8098	0.261394154675187	0.470509478415336	0.353464160572925	6480/56913	2	ST6GAL1/C1GALT1
cluster_IM1	hsa05205	Proteoglycans in cancer	6/171	205/8098	0.2654213368235	0.473467256995611	0.355686153478485	5295/960/7430/3845/3091/4478	6	PIK3R1/CD44/EZR/KRAS/HIF1A/MSN
cluster_IM1	hsa04012	ErbB signaling pathway	3/171	85/8098	0.267084093689832	0.473467256995611	0.355686153478485	5295/374/3845	3	PIK3R1/AREG/KRAS
cluster_IM1	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	1/171	15/8098	0.274153702740256	0.482345612339999	0.362355903107422	6482	1	ST3GAL1
cluster_IM1	hsa04022	cGMP-PKG signaling pathway	5/171	167/8098	0.27758542292387	0.484738723613326	0.364153697001464	5140/4773/10672/801/490	5	PDE3B/NFATC2/GNA13/CALM1/ATP2B1
cluster_IM1	hsa04060	Cytokine-cytokine receptor interaction	8/171	295/8098	0.284821524455446	0.49369064238944	0.370878710207092	3575/9235/8718/7048/6351/7133/1436/3459	8	IL7R/IL32/TNFRSF25/TGFBR2/CCL4/TNFRSF1B/CSF1R/IFNGR1
cluster_IM1	hsa00230	Purine metabolism	4/171	130/8098	0.294758141755716	0.507157390962041	0.380995430907156	5142/5140/4860/5144	4	PDE4B/PDE3B/PNP/PDE4D
cluster_IM1	hsa04350	TGF-beta signaling pathway	3/171	94/8098	0.319130847671708	0.537456614575969	0.403757330788065	4092/7048/3398	3	SMAD7/TGFBR2/ID2
cluster_IM1	hsa04657	IL-17 signaling pathway	3/171	94/8098	0.319130847671708	0.537456614575969	0.403757330788065	7128/7188/4792	3	TNFAIP3/TRAF5/NFKBIA
cluster_IM1	hsa00511	Other glycan degradation	1/171	18/8098	0.319258416350682	0.537456614575969	0.403757330788065	4758	1	NEU1
cluster_IM1	hsa05322	Systemic lupus erythematosus	4/171	136/8098	0.323469200255199	0.54065566328369	0.406160574756528	3115/3127/3122/3113	4	HLA-DPB1/HLA-DRB5/HLA-DRA/HLA-DPA1
cluster_IM1	hsa05206	MicroRNAs in cancer	8/171	310/8098	0.33186293057495	0.54131392802725	0.406655087631807	5295/960/7430/3845/1021/1786/10018/8651	8	PIK3R1/CD44/EZR/KRAS/CDK6/DNMT1/BCL2L11/SOCS1
cluster_IM1	hsa00240	Pyrimidine metabolism	2/171	56/8098	0.331946134832107	0.54131392802725	0.406655087631807	4860/7378	2	PNP/UPP1
cluster_IM1	hsa05215	Prostate cancer	3/171	97/8098	0.336561906212152	0.54131392802725	0.406655087631807	5295/3845/4792	3	PIK3R1/KRAS/NFKBIA
cluster_IM1	hsa05418	Fluid shear stress and atherosclerosis	4/171	139/8098	0.337907736479341	0.54131392802725	0.406655087631807	1535/5295/801/1843	4	CYBA/PIK3R1/CALM1/DUSP1
cluster_IM1	hsa04923	Regulation of lipolysis in adipocytes	2/171	57/8098	0.339696725810341	0.54131392802725	0.406655087631807	5295/5140	2	PIK3R1/PDE3B
cluster_IM1	hsa05134	Legionellosis	2/171	57/8098	0.339696725810341	0.54131392802725	0.406655087631807	4792/3303	2	NFKBIA/HSPA1A
cluster_IM1	hsa04925	Aldosterone synthesis and secretion	3/171	98/8098	0.342369492940312	0.54131392802725	0.406655087631807	801/490/814	3	CALM1/ATP2B1/CAMK4
cluster_IM1	hsa05231	Choline metabolism in cancer	3/171	98/8098	0.342369492940312	0.54131392802725	0.406655087631807	5295/3845/3091	3	PIK3R1/KRAS/HIF1A
cluster_IM1	hsa05213	Endometrial cancer	2/171	58/8098	0.347419914944371	0.542519379235465	0.40756066726191	5295/3845	2	PIK3R1/KRAS
cluster_IM1	hsa00670	One carbon pool by folate	1/171	20/8098	0.347768832843247	0.542519379235465	0.40756066726191	10797	1	MTHFD2
cluster_IM1	hsa04120	Ubiquitin mediated proteolysis	4/171	142/8098	0.352372924347523	0.544931974190281	0.409373098019689	330/55294/7316/8651	4	BIRC3/FBXW7/UBC/SOCS1
