Cluster	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	geneSymbol
Ko_Oe_Beta2	BP	GO:0050873	brown fat cell differentiation	9/2899	65/29872	0.138461538461538	1.42674131663438	1.12913689858424	0.17586178685063	0.282942074844125	0.151983477248477	Bnip3/Mapk14/Fto/Mtor/Zfp516/Hnrnpu/Flcn/Cebpb/Itga6	9	Bnip3/Mapk14/Fto/Mtor/Zfp516/Hnrnpu/Flcn/Cebpb/Itga6
Ko_Oe_Beta2	BP	GO:0042129	regulation of T cell proliferation	26/2899	221/29872	0.117647058823529	1.21226386380699	1.03833356268143	0.17627845440965	0.283555162778924	0.152312799906625	Prkar1a/Jak2/Traf6/Cd81/Tfrc/Ppp3ca/H2-K1/Prnp/Il27/Ndfip1/Cblb/Itch/Dlg1/Rc3h1/H2-D1/Hmgb1/Ctnnb1/Adk/Pten/Twsg1/Slc7a1/Tmem131l/Sos2/Selenok/Rps3/Cebpb	26	Prkar1a/Jak2/Traf6/Cd81/Tfrc/Ppp3ca/H2-K1/Prnp/Il27/Ndfip1/Cblb/Itch/Dlg1/Rc3h1/H2-D1/Hmgb1/Ctnnb1/Adk/Pten/Twsg1/Slc7a1/Tmem131l/Sos2/Selenok/Rps3/Cebpb
Ko_Oe_Beta2	BP	GO:0070664	negative regulation of leukocyte proliferation	16/2899	128/29872	0.125	1.28803035529493	1.07060168147897	0.176532921275628	0.283907145605635	0.152501868902337	Prkar1a/Nf1/H2-K1/Prnp/Ndfip1/Cblb/Itch/Dlg1/Rc3h1/Gstp1/H2-D1/Atm/Pten/Twsg1/Tmem131l/Cebpb	16	Prkar1a/Nf1/H2-K1/Prnp/Ndfip1/Cblb/Itch/Dlg1/Rc3h1/Gstp1/H2-D1/Atm/Pten/Twsg1/Tmem131l/Cebpb
Ko_Oe_Beta2	BP	GO:0010526	retrotransposon silencing	5/2899	31/29872	0.161290322580645	1.66197465199346	1.20892645942423	0.177170873795267	0.284703155549941	0.152929448856031	Zfp869/Ubr2/Tut7/Tut4/Sirt7	5	Zfp869/Ubr2/Tut7/Tut4/Sirt7
Ko_Oe_Beta2	BP	GO:0015012	heparan sulfate proteoglycan biosynthetic process	5/2899	31/29872	0.161290322580645	1.66197465199346	1.20892645942423	0.177170873795267	0.284703155549941	0.152929448856031	Ext1/Ctnnb1/B3gat3/Tm9sf2/Hs6st3	5	Ext1/Ctnnb1/B3gat3/Tm9sf2/Hs6st3
Ko_Oe_Beta2	BP	GO:0048521	negative regulation of behavior	5/2899	31/29872	0.161290322580645	1.66197465199346	1.20892645942423	0.177170873795267	0.284703155549941	0.152929448856031	Ins1/Ins2/Fto/Mecp2/Insr	5	Ins1/Ins2/Fto/Mecp2/Insr
Ko_Oe_Beta2	BP	GO:0051882	mitochondrial depolarization	5/2899	31/29872	0.161290322580645	1.66197465199346	1.20892645942423	0.177170873795267	0.284703155549941	0.152929448856031	Gclc/Rbfox2/Gclm/Oga/Rack1	5	Gclc/Rbfox2/Gclm/Oga/Rack1
Ko_Oe_Beta2	MF	GO:0072341	modified amino acid binding	15/2899	119/29872	0.126050420168067	1.29885413979321	1.07090695260994	0.177707754461561	0.285508282536186	0.153361926065593	Syt4/Syt13/Fcho2/Scarb2/Anxa7/Cpne1/Asap1/Anxa5/Tln1/Hmgb1/Hspa8/Syt7/Gsr/Appl1/Marcks	15	Syt4/Syt13/Fcho2/Scarb2/Anxa7/Cpne1/Asap1/Anxa5/Tln1/Hmgb1/Hspa8/Syt7/Gsr/Appl1/Marcks
Ko_Oe_Beta2	CC	GO:0043073	germ cell nucleus	14/2899	110/29872	0.127272727272727	1.31144908902756	1.0728443385092	0.178634188568916	0.286336508227021	0.153806810837534	Kpna4/Scmh1/Dazap1/Smarcc1/Taf10/Top1/Ctcf/Smarca4/Ankrd17/Celf1/Hmgn1/Cdk7/Marcks/Taf3	14	Kpna4/Scmh1/Dazap1/Smarcc1/Taf10/Top1/Ctcf/Smarca4/Ankrd17/Celf1/Hmgn1/Cdk7/Marcks/Taf3
Ko_Oe_Beta2	CC	GO:0000124	SAGA complex	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Taf10/Supt20/Eny2/Sf3b3	4	Taf10/Supt20/Eny2/Sf3b3
Ko_Oe_Beta2	MF	GO:0003950	NAD+ ADP-ribosyltransferase activity	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Zc3hav1/Tnks/Tnks2/Parp8	4	Zc3hav1/Tnks/Tnks2/Parp8
Ko_Oe_Beta2	CC	GO:0005680	anaphase-promoting complex	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Anapc5/Ube2s/Anapc4/Rbx1	4	Anapc5/Ube2s/Anapc4/Rbx1
Ko_Oe_Beta2	BP	GO:0006595	polyamine metabolic process	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Azin1/Amd1/Oaz1/Odc1	4	Azin1/Amd1/Oaz1/Odc1
Ko_Oe_Beta2	BP	GO:0032780	negative regulation of ATP-dependent activity	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Mnat1/1810037I17Rik/Pxk/Tsc1	4	Mnat1/1810037I17Rik/Pxk/Tsc1
Ko_Oe_Beta2	BP	GO:0035089	establishment of apical/basal cell polarity	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Ift20/Myo9a/Cdc42/Rhoa	4	Ift20/Myo9a/Cdc42/Rhoa
Ko_Oe_Beta2	BP	GO:0045217	cell-cell junction maintenance	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Epb41l3/Mtss1/Tjp1/Afdn	4	Epb41l3/Mtss1/Tjp1/Afdn
Ko_Oe_Beta2	BP	GO:0046782	regulation of viral transcription	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Dhx9/Rsf1/Ubp1/Pfn1	4	Dhx9/Rsf1/Ubp1/Pfn1
Ko_Oe_Beta2	BP	GO:0070254	mucus secretion	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Scnn1b/Vamp8/Map1lc3b/Prkce	4	Scnn1b/Vamp8/Map1lc3b/Prkce
Ko_Oe_Beta2	MF	GO:0070696	transmembrane receptor protein serine/threonine kinase binding	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Magi2/Smad7/Neo1/Fkbp1a	4	Magi2/Smad7/Neo1/Fkbp1a
Ko_Oe_Beta2	CC	GO:0071006	U2-type catalytic step 1 spliceosome	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Casc3/Snrnp200/Prpf8/Prpf19	4	Casc3/Snrnp200/Prpf8/Prpf19
Ko_Oe_Beta2	CC	GO:0071012	catalytic step 1 spliceosome	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Casc3/Snrnp200/Prpf8/Prpf19	4	Casc3/Snrnp200/Prpf8/Prpf19
Ko_Oe_Beta2	BP	GO:1900227	positive regulation of NLRP3 inflammasome complex assembly	4/2899	23/29872	0.173913043478261	1.79204223345381	1.24575238463581	0.178726617578669	0.286336508227021	0.153806810837534	Ppp2ca/Nek7/Atat1/Ddx3x	4	Ppp2ca/Nek7/Atat1/Ddx3x
Ko_Oe_Beta2	BP	GO:0046942	carboxylic acid transport	42/2899	374/29872	0.112299465240642	1.15716096090667	1.00269431670786	0.179024611507697	0.286756236131798	0.154032269375297	Rgs4/Ntrk2/Slc16a12/Mif/Syt4/Cacna1a/Emb/Cltrn/Irs2/Psap/Stxbp1/Slc23a2/Itgb1/Sfxn1/Nf1/Slc7a14/Arhgef11/Slc6a6/Abcd3/Abcc8/Slc43a2/Slc38a4/Slc16a10/Sv2a/Pnpla8/Slc38a2/Per2/Mpc2/Atp8b1/Slc7a5/Rps6kb1/Slc7a1/Slc3a2/Rab3gap1/Fis1/Nfe2l1/Myo6/Lrrc8d/Slc38a10/Psen1/Mpc1/Nr3c1	42	Rgs4/Ntrk2/Slc16a12/Mif/Syt4/Cacna1a/Emb/Cltrn/Irs2/Psap/Stxbp1/Slc23a2/Itgb1/Sfxn1/Nf1/Slc7a14/Arhgef11/Slc6a6/Abcd3/Abcc8/Slc43a2/Slc38a4/Slc16a10/Sv2a/Pnpla8/Slc38a2/Per2/Mpc2/Atp8b1/Slc7a5/Rps6kb1/Slc7a1/Slc3a2/Rab3gap1/Fis1/Nfe2l1/Myo6/Lrrc8d/Slc38a10/Psen1/Mpc1/Nr3c1
Ko_Oe_Beta2	BP	GO:0001960	negative regulation of cytokine-mediated signaling pathway	11/2899	83/29872	0.132530120481928	1.36562254537294	1.0935242393161	0.179064779505567	0.286762900458946	0.154035849145517	Ptprf/Eif4e2/Gigyf2/Otud4/Cyld/Ptpn2/Cnot7/Ythdf3/Gps2/Ythdf2/Dicer1	11	Ptprf/Eif4e2/Gigyf2/Otud4/Cyld/Ptpn2/Cnot7/Ythdf3/Gps2/Ythdf2/Dicer1
Ko_Oe_Beta2	BP	GO:0007229	integrin-mediated signaling pathway	13/2899	101/29872	0.128712871287129	1.32628868267993	1.07683793982961	0.179239795725717	0.286985471081546	0.154155403853578	Cd63/Gab2/Itgb1/Cdc42/Rcc2/Tln1/Cul3/Ctnna1/Itgav/Arhgap35/Ptpn11/Rhoa/Itga6	13	Cd63/Gab2/Itgb1/Cdc42/Rcc2/Tln1/Cul3/Ctnna1/Itgav/Arhgap35/Ptpn11/Rhoa/Itga6
Ko_Oe_Beta2	BP	GO:0070663	regulation of leukocyte proliferation	35/2899	307/29872	0.11400651465798	1.17475081264684	1.0089829151691	0.179568975440219	0.287454737770031	0.154407472348913	Mif/Prkar1a/Jak2/Traf6/Cd81/Irs2/Prlr/Tfrc/Nf1/Ppp3ca/H2-K1/Prnp/Cdkn1a/Il27/Ndfip1/Mapk1/Cblb/Itch/Dlg1/Gsk3b/Rc3h1/Gstp1/H2-D1/Atm/Hmgb1/Ctnnb1/Adk/Pten/Twsg1/Slc7a1/Tmem131l/Sos2/Selenok/Rps3/Cebpb	35	Mif/Prkar1a/Jak2/Traf6/Cd81/Irs2/Prlr/Tfrc/Nf1/Ppp3ca/H2-K1/Prnp/Cdkn1a/Il27/Ndfip1/Mapk1/Cblb/Itch/Dlg1/Gsk3b/Rc3h1/Gstp1/H2-D1/Atm/Hmgb1/Ctnnb1/Adk/Pten/Twsg1/Slc7a1/Tmem131l/Sos2/Selenok/Rps3/Cebpb
Ko_Oe_Beta2	BP	GO:0048741	skeletal muscle fiber development	7/2899	48/29872	0.145833333333333	1.50270208117742	1.14270129343418	0.18005565489486	0.288175891395231	0.154794842928734	Large1/Cntnap2/Ski/Ppp3ca/Ppp3cb/Lncpint/Naca	7	Large1/Cntnap2/Ski/Ppp3ca/Ppp3cb/Lncpint/Naca
Ko_Oe_Beta2	BP	GO:0045777	positive regulation of blood pressure	8/2899	57/29872	0.140350877192982	1.44620952173466	1.10546046900618	0.184622608339583	0.295366503177267	0.158657309063472	Glp1r/Tpm1/Camk2n1/Wnk1/Lnpep/Manf/Rhoa/Id2	8	Glp1r/Tpm1/Camk2n1/Wnk1/Lnpep/Manf/Rhoa/Id2
Ko_Oe_Beta2	BP	GO:1901861	regulation of muscle tissue development	8/2899	57/29872	0.140350877192982	1.44620952173466	1.10546046900618	0.184622608339583	0.295366503177267	0.158657309063472	Creb1/Ybx3/Ctnnb1/Rps6kb1/Usp19/Flcn/Luc7l/Naca	8	Creb1/Ybx3/Ctnnb1/Rps6kb1/Usp19/Flcn/Luc7l/Naca
Ko_Oe_Beta2	BP	GO:0097696	receptor signaling pathway via STAT	25/2899	213/29872	0.117370892018779	1.20941817398585	1.00556530522032	0.184949147210894	0.295829485516682	0.158906001895344	Jak2/Dot1l/Prlr/Neurod1/Wdr48/Suz12/Pkd1/Inpp5f/Pkd2/Ptprt/Ptpn2/Cnot7/Stat3/Ep300/Ggnbp2/Hgs/Pias1/Jak1/Isl1/Calm1/Ghr/Adipor1/Nlk/Rac1/Osbp	25	Jak2/Dot1l/Prlr/Neurod1/Wdr48/Suz12/Pkd1/Inpp5f/Pkd2/Ptprt/Ptpn2/Cnot7/Stat3/Ep300/Ggnbp2/Hgs/Pias1/Jak1/Isl1/Calm1/Ghr/Adipor1/Nlk/Rac1/Osbp
Ko_Oe_Beta2	BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	9/2899	66/29872	0.136363636363636	1.4051240239581	1.0801709154502	0.187314750509189	0.299432893025929	0.160841586779637	Iapp/Nf1/Nme1/Nme2/Trib1/Ptpn2/Ctnnb1/Fbxw7/Cul4a	9	Iapp/Nf1/Nme1/Nme2/Trib1/Ptpn2/Ctnnb1/Fbxw7/Cul4a
Ko_Oe_Beta2	BP	GO:0015872	dopamine transport	9/2899	66/29872	0.136363636363636	1.4051240239581	1.0801709154502	0.187314750509189	0.299432893025929	0.160841586779637	Syt4/Syt13/Prkcb/Kpna4/Park7/Prkn/Syt7/Myo5a/Rtn4	9	Syt4/Syt13/Prkcb/Kpna4/Park7/Prkn/Syt7/Myo5a/Rtn4
Ko_Oe_Beta2	BP	GO:1902692	regulation of neuroblast proliferation	9/2899	66/29872	0.136363636363636	1.4051240239581	1.0801709154502	0.187314750509189	0.299432893025929	0.160841586779637	Pax6/Vegfa/Itgb1/Nf1/Ctnnb1/Ctnna1/Btg2/Hif1a/Kdm1a	9	Pax6/Vegfa/Itgb1/Nf1/Ctnnb1/Ctnna1/Btg2/Hif1a/Kdm1a
Ko_Oe_Beta2	BP	GO:2000243	positive regulation of reproductive process	14/2899	111/29872	0.126126126126126	1.29963423236966	1.03684424308263	0.187362442487072	0.299449025078676	0.160850252176867	Vegfa/Smurf2/Camk2b/Igf1r/Ago2/Park7/Plcb1/Ctnnb1/Ube2b/Insr/Eif4g3/Bax/Wnt4/Rac1	14	Vegfa/Smurf2/Camk2b/Igf1r/Ago2/Park7/Plcb1/Ctnnb1/Ube2b/Insr/Eif4g3/Bax/Wnt4/Rac1
Ko_Oe_Beta2	BP	GO:0003230	cardiac atrium development	6/2899	40/29872	0.15	1.54563642635392	1.13207846409883	0.187586544468135	0.299686908755112	0.160978032353588	Ank2/Acvr1/Isl1/Nsd2/Mdm2/Mdm4	6	Ank2/Acvr1/Isl1/Nsd2/Mdm2/Mdm4
Ko_Oe_Beta2	BP	GO:0035329	hippo signaling	6/2899	40/29872	0.15	1.54563642635392	1.13207846409883	0.187586544468135	0.299686908755112	0.160978032353588	Mapk14/Tead1/Lats1/Mark3/Tial1/Mob1b	6	Mapk14/Tead1/Lats1/Mark3/Tial1/Mob1b
Ko_Oe_Beta2	BP	GO:0015849	organic acid transport	42/2899	376/29872	0.111702127659574	1.15100584941249	0.96602973208632	0.188336616884221	0.300824873017636	0.161589294449189	Rgs4/Ntrk2/Slc16a12/Mif/Syt4/Cacna1a/Emb/Cltrn/Irs2/Psap/Stxbp1/Slc23a2/Itgb1/Sfxn1/Nf1/Slc7a14/Arhgef11/Slc6a6/Abcd3/Abcc8/Slc43a2/Slc38a4/Slc16a10/Sv2a/Pnpla8/Slc38a2/Per2/Mpc2/Atp8b1/Slc7a5/Rps6kb1/Slc7a1/Slc3a2/Rab3gap1/Fis1/Nfe2l1/Myo6/Lrrc8d/Slc38a10/Psen1/Mpc1/Nr3c1	42	Rgs4/Ntrk2/Slc16a12/Mif/Syt4/Cacna1a/Emb/Cltrn/Irs2/Psap/Stxbp1/Slc23a2/Itgb1/Sfxn1/Nf1/Slc7a14/Arhgef11/Slc6a6/Abcd3/Abcc8/Slc43a2/Slc38a4/Slc16a10/Sv2a/Pnpla8/Slc38a2/Per2/Mpc2/Atp8b1/Slc7a5/Rps6kb1/Slc7a1/Slc3a2/Rab3gap1/Fis1/Nfe2l1/Myo6/Lrrc8d/Slc38a10/Psen1/Mpc1/Nr3c1
Ko_Oe_Beta2	BP	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	13/2899	102/29872	0.127450980392157	1.31328585245757	1.03904848669389	0.188389697632753	0.300849318617856	0.161602425501991	Itpr1/Chrm3/Prkcb/Myh9/Gna11/Anxa7/Bicd1/Plcb1/Gnb1/Chga/Gnaq/Stim1/Inpp5a	13	Itpr1/Chrm3/Prkcb/Myh9/Gna11/Anxa7/Bicd1/Plcb1/Gnb1/Chga/Gnaq/Stim1/Inpp5a
Ko_Oe_Beta2	BP	GO:0007422	peripheral nervous system development	11/2899	84/29872	0.130952380952381	1.3493651341185	1.05119405000422	0.189215923074278	0.302108181909292	0.162278628998832	Ntrk2/Ski/Pard3/Nf1/Mapk1/Map2k2/Isl1/Grb2/Sod1/Ndrg1/Dicer1	11	Ntrk2/Ski/Pard3/Nf1/Mapk1/Map2k2/Isl1/Grb2/Sod1/Ndrg1/Dicer1
Ko_Oe_Beta2	BP	GO:0014046	dopamine secretion	7/2899	49/29872	0.142857142857143	1.47203469176563	1.08412823683468	0.193726694156821	0.309124302196939	0.166047366323239	Syt4/Syt13/Prkcb/Kpna4/Syt7/Myo5a/Rtn4	7	Syt4/Syt13/Prkcb/Kpna4/Syt7/Myo5a/Rtn4
Ko_Oe_Beta2	BP	GO:0030901	midbrain development	7/2899	49/29872	0.142857142857143	1.47203469176563	1.08412823683468	0.193726694156821	0.309124302196939	0.166047366323239	Uqcrq/Wls/Fgfr2/Ctnnb1/Kdm2b/Rac1/Lrp6	7	Uqcrq/Wls/Fgfr2/Ctnnb1/Kdm2b/Rac1/Lrp6
Ko_Oe_Beta2	MF	GO:0140223	general transcription initiation factor activity	7/2899	49/29872	0.142857142857143	1.47203469176563	1.08412823683468	0.193726694156821	0.309124302196939	0.166047366323239	Taf10/Ubtf/Gtf3c2/Drap1/Gtf2f2/Taf1/Gtf2a1	7	Taf10/Ubtf/Gtf3c2/Drap1/Gtf2f2/Taf1/Gtf2a1
Ko_Oe_Beta2	BP	GO:0002274	myeloid leukocyte activation	32/2899	281/29872	0.113879003558719	1.17343690731495	0.957633261592908	0.193789989318598	0.309163356356833	0.16606834442282	App/Jak2/Traf6/Scnn1b/Stxbp1/Gab2/Rora/Vamp8/Vamp2/Kmt2e/Crtc3/Cplx2/Ywhaz/Foxp1/Hspd1/Pdpk1/Adam10/Atm/Hmgb1/Chga/Hspa4/Myo18a/Bcr/Abr/Jun/Jund/Prkce/Stard7/Ndrg1/Pja2/Pi4k2a/Psen1	32	App/Jak2/Traf6/Scnn1b/Stxbp1/Gab2/Rora/Vamp8/Vamp2/Kmt2e/Crtc3/Cplx2/Ywhaz/Foxp1/Hspd1/Pdpk1/Adam10/Atm/Hmgb1/Chga/Hspa4/Myo18a/Bcr/Abr/Jun/Jund/Prkce/Stard7/Ndrg1/Pja2/Pi4k2a/Psen1
Ko_Oe_Beta2	BP	GO:0051346	negative regulation of hydrolase activity	37/2899	329/29872	0.112462006079027	1.1588358211772	0.94973723871905	0.19404179586453	0.309423039681423	0.166207834368514	Vegfa/Rock2/App/Gapdh/Cflar/Picalm/Pebp1/Cry2/Rps6ka3/Bicd1/Rock1/Pak2/Rcc2/Park7/Fnip1/Cstb/Caap1/Wnk1/Rdx/Birc6/Cst3/Ppp1r15a/Ddx3x/Serpinb6a/Tmbim6/Abce1/Lrch1/Ptpa/Pcsk1n/Tmed2/Spint2/Ppp1r11/Dnajb6/Arfgef1/Uri1/Usp47/Tmed10	37	Vegfa/Rock2/App/Gapdh/Cflar/Picalm/Pebp1/Cry2/Rps6ka3/Bicd1/Rock1/Pak2/Rcc2/Park7/Fnip1/Cstb/Caap1/Wnk1/Rdx/Birc6/Cst3/Ppp1r15a/Ddx3x/Serpinb6a/Tmbim6/Abce1/Lrch1/Ptpa/Pcsk1n/Tmed2/Spint2/Ppp1r11/Dnajb6/Arfgef1/Uri1/Usp47/Tmed10
Ko_Oe_Beta2	BP	GO:0007259	receptor signaling pathway via JAK-STAT	24/2899	205/29872	0.117073170731707	1.20635038154452	0.971918286437894	0.194138516106714	0.309423039681423	0.166207834368514	Jak2/Dot1l/Prlr/Neurod1/Wdr48/Suz12/Pkd1/Inpp5f/Pkd2/Ptpn2/Cnot7/Stat3/Ep300/Ggnbp2/Hgs/Pias1/Jak1/Isl1/Calm1/Ghr/Adipor1/Nlk/Rac1/Osbp	24	Jak2/Dot1l/Prlr/Neurod1/Wdr48/Suz12/Pkd1/Inpp5f/Pkd2/Ptpn2/Cnot7/Stat3/Ep300/Ggnbp2/Hgs/Pias1/Jak1/Isl1/Calm1/Ghr/Adipor1/Nlk/Rac1/Osbp
Ko_Oe_Beta2	BP	GO:0034505	tooth mineralization	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Fam20a/Wls/Ank/Stim1/Dicer1	5	Fam20a/Wls/Ank/Stim1/Dicer1
Ko_Oe_Beta2	BP	GO:0042044	fluid transport	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Large1/Itpr1/Scnn1b/Ext1/Ahcyl1	5	Large1/Itpr1/Scnn1b/Ext1/Ahcyl1
Ko_Oe_Beta2	BP	GO:0048535	lymph node development	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Rc3h1/Cd2ap/Nfkb1/Rc3h2/Id2	5	Rc3h1/Cd2ap/Nfkb1/Rc3h2/Id2
Ko_Oe_Beta2	BP	GO:0048641	regulation of skeletal muscle tissue development	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Ybx3/Ctnnb1/Rps6kb1/Usp19/Naca	5	Ybx3/Ctnnb1/Rps6kb1/Usp19/Naca
Ko_Oe_Beta2	BP	GO:0060317	cardiac epithelial to mesenchymal transition	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Acvr1/Tgfbr1/Smad4/Rtn4/Pdcd4	5	Acvr1/Tgfbr1/Smad4/Rtn4/Pdcd4
Ko_Oe_Beta2	BP	GO:0060384	innervation	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Chd7/Lrig2/Ece1/Isl1/Unc13b	5	Chd7/Lrig2/Ece1/Isl1/Unc13b
Ko_Oe_Beta2	BP	GO:0090280	positive regulation of calcium ion import	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Gcg/Ppp3ca/Ppp3cb/Isl1/Cask	5	Gcg/Ppp3ca/Ppp3cb/Isl1/Cask
Ko_Oe_Beta2	BP	GO:1901099	negative regulation of signal transduction in absence of ligand	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Mcl1/Eya3/Map2k5/Ctnna1/Prdx2	5	Mcl1/Eya3/Map2k5/Ctnna1/Prdx2
Ko_Oe_Beta2	BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	5/2899	32/29872	0.15625	1.61003794411866	1.13192275591368	0.194380144089171	0.309423039681423	0.166207834368514	Mcl1/Eya3/Map2k5/Ctnna1/Prdx2	5	Mcl1/Eya3/Map2k5/Ctnna1/Prdx2
Ko_Oe_Beta2	BP	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	8/2899	58/29872	0.137931034482759	1.4212748748082	1.05281919362692	0.197254562213926	0.312288027952743	0.167746774379437	Chrm3/Tpm1/Ece1/Atp6ap2/Slc2a5/Sod2/Rhoa/Rps6ka2	8	Chrm3/Tpm1/Ece1/Atp6ap2/Slc2a5/Sod2/Rhoa/Rps6ka2
Ko_Oe_Beta2	BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	8/2899	58/29872	0.137931034482759	1.4212748748082	1.05281919362692	0.197254562213926	0.312288027952743	0.167746774379437	Smad7/Il27/Rc3h1/Shb/Hmgb1/Brd4/Rc3h2/Brd2	8	Smad7/Il27/Rc3h1/Shb/Hmgb1/Brd4/Rc3h2/Brd2
Ko_Oe_Beta2	BP	GO:0002819	regulation of adaptive immune response	29/2899	253/29872	0.114624505928854	1.18111874477638	0.948468314141298	0.197511546270497	0.312288027952743	0.167746774379437	Il1r1/Smad7/Mif/Skap1/Jak2/Traf6/Cd81/Tfrc/H2-K1/Ppp3cb/Il27/Ndfip1/Rif1/Map3k7/Rc3h1/Eif2ak4/Trp53bp1/Hspd1/H2-D1/Supt6/Hmgb1/Fbxo38/Brd4/Rc3h2/Brd2/Nsd2/Otud5/Kmt5b/Hmces	29	Il1r1/Smad7/Mif/Skap1/Jak2/Traf6/Cd81/Tfrc/H2-K1/Ppp3cb/Il27/Ndfip1/Rif1/Map3k7/Rc3h1/Eif2ak4/Trp53bp1/Hspd1/H2-D1/Supt6/Hmgb1/Fbxo38/Brd4/Rc3h2/Brd2/Nsd2/Otud5/Kmt5b/Hmces
Ko_Oe_Beta2	MF	GO:0016741	transferase activity, transferring one-carbon groups	25/2899	215/29872	0.116279069767442	1.19816777236738	0.956033281469626	0.197657940540426	0.312288027952743	0.167746774379437	Dot1l/Suz12/Nsd1/Camkmt/Fbxo11/Nsd3/Setd2/Setd5/Dnmt3a/Rnmt/Ehmt1/Smyd3/Kmt2c/Jarid2/Nsd2/Pcmt1/Trmt112/Kmt5b/Pcmtd1/Mettl1/Pcmtd2/Setd3/Ash1l/Kmt2a/Sirt7	25	Dot1l/Suz12/Nsd1/Camkmt/Fbxo11/Nsd3/Setd2/Setd5/Dnmt3a/Rnmt/Ehmt1/Smyd3/Kmt2c/Jarid2/Nsd2/Pcmt1/Trmt112/Kmt5b/Pcmtd1/Mettl1/Pcmtd2/Setd3/Ash1l/Kmt2a/Sirt7
Ko_Oe_Beta2	BP	GO:0046651	lymphocyte proliferation	42/2899	378/29872	0.111111111111111	1.14491587137327	0.929564173055248	0.197904994548437	0.312288027952743	0.167746774379437	Mif/Prkar1a/Jak2/Traf6/Cd81/Irs2/Prlr/Tfrc/Ppp3ca/H2-K1/Prnp/Cdkn1a/Il27/Ndfip1/Cblb/Itch/Dlg1/Rc3h1/Alkbh5/Hspd1/H2-D1/Shb/Atm/Hmgb1/Ctnnb1/Prdx2/Adk/Pten/Twsg1/Bax/Slc7a1/Rc3h2/Tmem131l/Wnt4/Pura/Sos2/Rps6/Selenok/Fkbp1a/Rps3/Cebpb/Plcl2	42	Mif/Prkar1a/Jak2/Traf6/Cd81/Irs2/Prlr/Tfrc/Ppp3ca/H2-K1/Prnp/Cdkn1a/Il27/Ndfip1/Cblb/Itch/Dlg1/Rc3h1/Alkbh5/Hspd1/H2-D1/Shb/Atm/Hmgb1/Ctnnb1/Prdx2/Adk/Pten/Twsg1/Bax/Slc7a1/Rc3h2/Tmem131l/Wnt4/Pura/Sos2/Rps6/Selenok/Fkbp1a/Rps3/Cebpb/Plcl2
Ko_Oe_Beta2	BP	GO:0002091	negative regulation of receptor internalization	3/2899	16/29872	0.1875	1.93204553294239	1.22254730334046	0.198210635106112	0.312288027952743	0.167746774379437	Sdcbp/Ubqln2/Lrpap1	3	Sdcbp/Ubqln2/Lrpap1
